"POPONE"	"POPTWO"	"POPTHREE"	"DISP"
3828	118	10840	0.2718628
760	1754	49661	0.2180237
280	195	87717	0.2501927
94259	396	8222	0.2679618
71256	207	20731	0.024108
311	423	4836	0.0459189
57631	271	70114	0.0376864
25261	87153	103	0.2560593
293	18036	77794	0.1321195
118	5027	2488	0.1164609
18636	12424	442	0.1713226
143	26448	22671	0.114392
831	2463	16793	0.0502456
28665	2791	4273	0.2022479
40332	60101	67247	0.2559946
1484	987	608	0.228258
1051	705	7181	0.1261101
277	31087	210	0.1708905
24893	841	1037	0.2990823
1478	173	6736	0.0738184
672	116	354	0.2842521
5872	10525	5974	0.1184679
1715	11019	29171	0.1811546
1813	8004	692	0.0561454
49910	52551	498	0.0165169
1788	13083	20676	0.0181743
366	14395	89798	0.2614839
47533	40599	176	0.1420975
3503	610	124	0.2359915
54464	7602	2767	0.0460282
1414	13666	366	0.0277573
1738	1612	24741	0.2214351
229	7206	109	0.1555061
364	16593	310	0.2406695
3330	58030	55915	0.240891
19324	78591	55280	0.0774133
778	213	1769	0.0981013
460	42961	1472	0.0483838
22873	6911	134	0.2697443
3589	124	48947	0.1157157
432	154	73672	0.026809
210	224	4768	0.0770335
951	21565	123	0.0769175
4524	10062	12473	0.2524811
24657	63617	28774	0.176848
1034	148	64962	0.1654666
1187	2648	16271	0.2623519
48476	51123	24454	0.2076979
61079	1145	2139	0.0427018
197	219	554	0.0591448
940	10695	46373	0.0938928
28623	272	119	0.2940125
23782	2118	8276	0.2378989
20519	1490	3192	0.0464289
1039	205	35196	0.0118707
85322	1665	26021	0.0387049
2292	1151	1267	0.0716613
35154	4577	27917	0.2451828
267	1358	70897	0.1635847
721	4359	141	0.061039
254	7920	119	0.2566823
59918	1468	45881	0.2398848
49952	185	21091	0.2578102
624	12124	1398	0.1521672
3998	3413	1225	0.0820878
37775	2750	61607	0.1765865
831	104	20043	0.2745339
2486	217	634	0.1618028
411	18948	623	0.0352961
266	214	17437	0.283859
28806	37125	42493	0.1725096
12117	1014	45940	0.1661459
163	67846	21571	0.1112802
175	65042	64230	0.1788158
1925	630	5918	0.2424598
550	21377	143	0.2859969
644	56810	89080	0.2070526
100	137	7235	0.2940416
2089	1806	3069	0.1464413
1568	94718	9080	0.2131625
5426	3180	939	0.1971033
39471	2969	2888	0.0754171
2938	1096	253	0.1355338
214	12656	953	0.251907
1777	2352	173	0.0619002
64683	48502	50505	0.1081627
1250	678	137	0.1272807
164	2162	212	0.0530428
21443	539	10505	0.2385671
9965	1135	7600	0.1290367
3196	3786	6798	0.2381237
212	14918	172	0.0238354
144	452	2112	0.2922815
57481	419	6369	0.1204081
14833	174	89045	0.0210617
29797	254	7469	0.0177776
34310	6682	33335	0.0950206
5942	6388	19142	0.1011343
1628	38231	19691	0.2887981
84378	12029	18945	0.2892938
4571	79182	2104	0.000629
7259	83537	4540	0.2153517
1572	157	72906	0.1048309
19101	118	10194	0.0493391
232	17783	122	0.0440376
17679	1434	913	0.0266812
9898	2667	3977	0.2753238
5783	7625	35234	0.0017727
11077	56641	222	0.1425865
1332	6278	1477	0.2042042
2874	187	729	0.1333594
36134	1334	112	0.0944989
386	738	1942	0.0172996
208	248	221	0.1642366
714	3715	45544	0.0435013
6271	72317	964	0.2154582
5469	38893	153	0.0947478
329	764	277	0.2421443
4604	16549	14191	0.2074482
689	367	83338	0.0353207
373	107	124	0.1327179
121	48722	10804	0.2889851
1035	572	1741	0.0177066
1906	193	3973	0.2037071
4071	4410	15190	0.0483442
193	30542	1057	0.0233645
197	1814	119	0.1990893
204	455	40621	0.0964346
358	7951	15639	0.1620274
3792	498	359	0.2700891
955	3472	5833	0.0034085
395	907	2496	0.1429513
8365	782	9914	0.1847852
179	18306	555	0.2607552
29831	1564	13582	0.1464628
1284	2166	21597	0.1314284
59957	50142	2577	0.1246255
48912	437	436	0.0180225
52719	1942	3070	0.1438577
16969	5774	30845	0.0688731
6083	7653	72098	0.1845729
35434	1875	4265	0.2240599
13262	31189	161	0.0332651
1019	82091	11511	0.079991
6586	300	3523	0.21582
5349	43226	8715	0.1233766
12855	129	9770	0.1409506
51663	29605	949	0.0234082
11795	43547	1801	0.0776169
212	26309	17912	0.1977932
761	858	50041	0.0531216
8180	1009	1737	0.1488204
15110	2369	28096	0.0820156
11177	104	51417	0.1550037
64885	165	389	0.1773253
882	16211	97147	0.0144688
4096	18856	429	0.0477294
1003	1140	36307	0.0330423
1987	148	51233	0.0908183
386	8365	3331	0.055906
199	5901	659	0.0939928
3353	5858	176	0.1927027
1063	9551	138	0.2849876
2621	1570	26177	0.0551157
43188	33662	663	0.1004619
260	20769	92374	0.1620208
1187	476	100	0.1108435
3107	877	2010	0.0885122
15574	4075	4269	0.1096032
618	6185	533	0.1061268
43661	1276	45251	0.2996877
436	174	231	0.2678058
12523	10761	807	0.2478956
269	379	18016	0.2415149
37892	16186	20394	0.0429429
947	2852	1585	0.2965273
21875	10880	156	0.1421738
359	14974	153	0.295731
268	6163	125	0.0937671
7714	24334	23149	0.1659319
1256	619	6293	0.1062937
92626	70486	48400	0.2227147
18629	39240	797	0.2369469
1720	3559	749	0.2682793
475	734	79356	0.27028
2266	952	205	0.0438398
856	130	478	0.2367187
409	25560	53739	0.0351403
86883	51973	33701	0.1607118
165	44551	12310	0.2657156
2290	21301	3327	0.0852795
660	16129	44033	0.2991027
719	95868	180	0.252011
5937	90567	8492	0.0747728
712	12109	3429	0.1359615
42520	108	137	0.261305
1713	3744	703	0.0382977
538	4648	109	0.0685727
102	82776	27872	0.1835176
16033	227	3231	0.0185012
18316	3952	679	0.2252983
60113	49465	163	0.0325888
3033	900	575	0.2836535
8270	264	41509	0.0674187
20875	4020	2556	0.1984887
100	19374	3031	0.0672045
523	4578	4877	0.2520637
150	17167	341	0.0526884
399	381	397	0.279206
1313	51750	98832	0.0559635
17936	17501	9448	0.1746458
4621	564	15998	0.2336732
15815	608	140	0.2684394
150	18821	44856	0.1735958
990	178	4499	0.298691
3765	316	214	0.0922328
5018	3286	726	0.0171056
5730	7351	2951	0.2982906
25419	419	6885	0.0318207
12843	16106	1047	0.1982876
462	2737	736	0.0191091
455	107	156	0.2678836
7594	12108	8528	0.0947421
903	1344	12289	0.2270826
68848	2250	81008	0.1346541
4396	99329	2072	0.0216196
131	5124	6560	0.2987459
4128	41617	3467	0.1316917
2346	37161	1137	0.0628405
35067	15939	6804	0.2429715
4773	32284	183	0.0411651
167	2971	4638	0.2188979
318	134	3171	0.2121228
390	2517	277	0.2348043
116	1983	13647	0.0030489
307	984	701	0.2450763
253	26417	484	0.0544073
803	413	402	0.0648916
705	60287	70026	0.2521851
25459	82334	59344	0.0771458
4392	330	711	0.1585273
13540	352	295	0.1919634
14650	4306	87802	0.2000833
1982	1645	6687	0.1029925
4575	303	368	0.0701453
11673	5633	26037	0.2732205
3059	958	1857	0.2005961
18590	78735	7536	0.114731
13536	316	122	0.1486813
49676	42630	422	0.2374313
577	159	94991	0.0203757
3542	7138	1711	0.1116323
1970	7303	1790	0.0399884
442	75372	7839	0.0495366
2443	224	3149	0.064482
708	693	1968	0.2791542
745	55069	10547	0.1093508
46452	93680	62604	0.0544137
15406	5044	28082	0.1667303
1272	34544	688	0.0990266
39236	826	321	0.1624482
11109	1086	71311	0.2339977
42482	221	29084	0.1602646
91772	450	37818	0.0217292
1034	1882	569	0.2882002
561	4953	189	0.0304328
18614	216	78021	0.2021797
678	721	438	0.204806
528	1419	1517	0.2247843
755	436	163	0.0655419
5321	560	217	0.2785004
16693	1263	184	0.1883378
27102	12964	5957	0.2082732
5091	95410	222	0.0545629
156	22669	277	0.2797837
143	16324	13370	0.197279
4169	5192	1838	0.017771
2699	2992	89448	0.2131512
6947	4391	1279	0.1666369
97295	198	90420	0.172422
138	344	3788	0.1033697
502	2687	83544	0.175048
34054	29228	962	0.0700743
16181	5467	505	0.2594508
8062	4961	4765	0.0556181
1298	92660	8454	0.0708784
9357	1731	319	0.067315
19003	8292	420	0.1443598
66568	949	6523	0.2456797
100	244	1857	0.202554
64395	37055	3159	0.0875104
230	96533	160	0.1133044
1393	112	2077	0.108354
2011	197	25664	0.2265216
31354	1620	268	0.2261659
308	730	481	0.1992703
1636	118	301	0.1965122
1300	145	122	0.1765577
225	84632	2057	0.000820364
136	14874	171	0.0126062
5297	263	3318	0.106578
25752	22884	3848	0.0564797
32104	10406	631	0.1707386
548	323	214	0.1664038
1372	13823	8242	0.0748884
13802	95973	5376	0.1018194
2127	788	36526	0.0237751
767	112	478	0.1931497
5047	2581	2892	0.1782055
133	149	4590	0.2549843
8636	2180	111	0.0365187
1053	127	108	0.2335208
3978	261	278	0.2897633
1937	152	27932	0.2792541
5223	128	40220	0.0628765
17195	2582	7997	0.2956723
120	28956	4553	0.0374251
30669	167	4255	0.180242
347	3157	201	0.2242323
4952	3520	3733	0.153526
15088	28418	429	0.0256386
652	18534	106	0.1746338
2142	9990	132	0.2749881
485	2736	833	0.0133902
627	3545	115	0.1780505
2578	3079	579	0.0064477
1729	981	18379	0.103091
23421	150	58075	0.2971598
5999	402	319	0.2485538
531	292	10861	0.2947078
4613	128	205	0.0706197
6505	138	1094	0.0476417
182	20478	95059	0.0663947
15029	2477	5905	0.2207056
473	106	56406	0.132883
3488	36543	51340	0.1383853
216	103	27385	0.2980394
42067	603	12433	0.0321272
1942	563	6346	0.0747416
20489	23396	1964	0.2030973
207	17213	1903	0.1040779
4320	158	182	0.0394232
185	309	111	0.0744984
694	1801	711	0.1342783
6613	36454	8010	0.1065855
674	4678	15247	0.1230397
9881	552	24230	0.1136169
57339	3716	8829	0.0281277
57429	18250	1909	0.0797625
5260	2850	339	0.1992754
1565	75122	1193	0.1558088
89404	265	1374	0.0057876
5698	1149	2307	0.1175367
40803	52859	121	0.0035211
29973	10430	57539	0.0837887
3021	6400	72921	0.1276563
19745	148	46588	0.2283705
2014	267	160	0.1762552
639	697	50443	0.2653608
11466	28845	1397	0.1959594
1842	232	2377	0.1920569
123	137	262	0.1482572
92430	1284	1346	0.2437314
141	126	6138	0.2432027
11743	171	7166	0.0297753
2317	4764	8175	0.2796203
62375	993	62973	0.0690129
42973	88174	41379	0.0994169
11284	4481	51113	0.2042848
4523	57477	30798	0.2863442
1265	27218	268	0.1006424
11561	3363	70797	0.1009756
1117	5079	71523	0.136932
67124	1584	22019	0.0271207
2058	53066	16294	0.1047075
3049	455	9863	0.0102372
101	4948	10206	0.2144321
1097	182	38194	0.1060056
15315	141	277	0.2995687
7097	515	284	0.2523808
48238	118	3006	0.1586125
2891	9075	10002	0.1950112
4418	1032	108	0.2511147
5237	16874	191	0.0042376
177	190	365	0.2067325
47384	13724	360	0.1524471
10530	60270	77843	0.1240757
54814	242	1866	0.2363475
1201	1577	1030	0.1973093
8705	58454	66211	0.2963765
2784	5369	3812	0.1973022
385	278	318	0.0660663
1339	460	127	0.0610343
941	117	1789	0.0319915
9880	190	374	0.2488012
104	17112	13464	0.1681483
37093	2013	851	0.2746125
4380	68693	34568	0.2589064
14189	79417	9180	0.2065292
1458	307	186	0.1702523
610	40841	465	0.0250881
232	10908	171	0.2398085
4252	51177	1104	0.2193657
1334	96387	266	0.1855695
37841	4800	102	0.1520373
19084	103	244	0.2424493
75486	311	87617	0.0722759
50301	16404	121	0.2596689
4481	731	2785	0.0824421
1282	13968	1804	0.0713598
5321	17728	54445	0.0121189
359	33334	15854	0.2727461
105	2947	13264	0.0441087
611	1139	4139	0.1188641
911	63653	6397	0.2542447
850	1227	1385	0.0915089
961	6229	28687	0.1004066
26777	798	45242	0.2850507
4562	3472	24984	0.1839586
16961	21484	642	0.1689229
34174	137	8255	0.0159135
1928	9919	2851	0.0736345
76017	44707	2326	0.0103987
52165	226	1143	0.1875563
388	1567	529	0.1716657
196	73794	8315	0.133282
8625	9636	3344	0.0627189
59097	41728	54155	0.0223323
83735	14310	1498	0.0825735
2353	613	71951	0.2107449
1603	1829	190	0.071112
406	61308	852	0.0326416
40259	259	206	0.1602276
36354	1538	9027	0.2310373
164	57690	9625	0.0459493
421	465	757	0.0773464
2788	127	66594	0.200626
55644	1864	880	0.026301
3894	204	2520	0.1691147
202	540	23835	0.2625427
5862	5797	4403	0.2312075
9902	11644	22080	0.2149448
513	1178	1005	0.2365504
1101	3859	1453	0.0942051
46986	93492	20403	0.1917629
30203	157	889	0.297944
4422	3564	90886	0.0248478
15539	77527	92545	0.1066409
11240	816	28654	0.1259205
42212	19624	40826	0.0503264
270	71229	49722	0.0827792
6172	558	20598	0.1610989
4614	70700	5403	0.0058994
3477	30745	45611	0.0701667
51578	539	71594	0.0736521
27586	112	34554	0.0207062
435	1411	46660	0.0214277
62522	260	4248	0.1060982
2026	28859	153	0.2421057
4535	2893	209	0.0944
6910	16855	247	0.1454906
281	82249	3372	0.1843713
187	2030	3892	0.2411162
31387	15683	7499	0.2371373
3515	172	439	0.2369418
12314	711	1952	0.0720104
1023	32055	46280	0.008639
10939	55454	14919	0.0868757
287	3526	14004	0.0029531
358	220	2147	0.1267667
40147	27081	37279	0.0426619
2113	596	58933	0.058657
2820	477	56971	0.1570223
26448	377	5891	0.0970769
5860	7018	20353	0.0419231
22943	1530	324	0.2005312
5057	14374	69134	0.2070136
741	1256	39903	0.0959414
6107	91986	41092	0.0520184
2691	517	8909	0.0039124
546	659	599	0.1619782
241	974	227	0.1453465
69732	97428	154	0.1484332
29696	170	4641	0.1644244
443	40526	649	0.0804907
22170	11380	4332	0.1411267
87327	8640	620	0.0802612
156	604	410	0.0314503
10065	20890	169	0.0876334
5154	190	218	0.0059652
3241	170	1808	0.0065449
5668	350	21023	0.0374612
105	475	53420	0.0627413
331	1474	26633	0.042343
6550	2869	2456	0.2506938
18913	119	1302	0.278378
3005	90758	168	0.2407251
3015	1323	20966	0.0272185
38474	136	1194	0.171837
3428	293	9679	0.2517721
131	21611	25835	0.0686224
3195	343	15837	0.2219057
695	186	445	0.2304898
6303	16475	547	0.1238598
443	1323	9733	0.0035081
10225	7153	2447	0.0504854
360	247	1641	0.28348
46128	7760	1673	0.2597234
412	1314	7205	0.2971863
1899	7906	11108	0.0239304
20469	12747	262	0.144426
12946	293	7645	0.2080316
37900	483	318	0.1700354
637	124	1967	0.0523007
5235	1964	6738	0.1532704
18068	200	149	0.0602753
912	3498	7689	0.0355298
127	186	22655	0.1566464
3491	2014	34033	0.0309324
1122	1962	16250	0.0033977
4721	83532	1014	0.1131265
42950	835	26536	0.001298
144	205	1218	0.0923313
6212	5950	765	0.0744646
365	13029	8172	0.1802824
26100	389	74036	0.2544672
10235	381	494	0.2672934
290	235	1256	0.1705971
1364	3271	279	0.1333608
3224	2505	52315	0.0215748
958	59017	2772	0.1301859
715	5815	4977	0.199832
19678	8924	41229	0.1377408
675	6900	8606	0.2968103
6123	31007	483	0.1299364
25918	1059	196	0.2942743
21495	2065	30225	0.0491438
831	13168	11159	0.1564101
66211	91576	15403	0.1039244
57645	1072	407	0.2041995
6227	1594	9736	0.2163616
908	118	2580	0.1192103
79501	155	505	0.1892807
22138	19213	119	0.0181387
106	18779	155	0.2112095
37354	220	4431	0.1157173
3202	30539	57750	0.0067044
590	2018	196	0.0486156
9010	78845	16800	0.0351671
521	763	12766	0.1163917
1036	21182	1551	0.0165391
339	25677	548	0.1934639
22965	9527	726	0.1977845
1178	44890	58855	0.1286107
3643	4003	90900	0.2290641
17613	12482	24200	0.173646
15015	2384	503	0.2179767
5663	466	27700	0.109265
81773	1633	1781	0.0594503
18719	9872	2439	0.0219361
838	1442	128	0.1480691
11462	1575	1265	0.0218305
525	704	44622	0.1537568
13481	2736	5265	0.2922963
25904	94966	8214	0.2935979
137	5552	352	0.214171
1136	50367	7402	0.2590774
391	3736	152	0.1343237
762	12900	43760	0.0708278
92593	884	103	0.2253585
9204	530	184	0.1817138
340	498	351	0.0770905
143	3537	5310	0.2681511
2520	65301	108	0.258008
189	995	6912	0.1351001
1701	143	159	0.1466646
7654	8414	1872	0.0312589
804	1055	23854	0.1642466
66088	232	1624	0.0455749
220	539	12768	0.1475597
26622	743	563	0.2241872
219	106	1380	0.2415562
168	520	27284	0.2653994
109	9809	75165	0.032154
802	79310	403	0.0075878
226	65022	4621	0.1681848
13287	713	8518	0.2159673
29730	101	2754	0.0861342
590	1329	8223	0.1576746
130	1627	3896	0.1562399
1048	2360	50850	0.082968
465	36685	94993	0.1138279
1747	227	3352	0.1183258
1816	12550	108	0.1563903
125	42425	212	0.1764978
81943	84786	668	0.1664281
49598	1155	88654	0.2211407
2105	204	220	0.2766137
4538	177	3552	0.2171827
3580	36822	4429	0.0559534
566	20077	6805	0.070822
124	3249	108	0.2106898
2679	711	4256	0.0903184
77328	1901	1654	0.1254462
52015	28655	19019	0.1496496
1024	257	31039	0.0682905
40170	16698	22406	0.0550913
10108	3339	3368	0.099343
1583	29826	136	0.2010328
109	35141	279	0.1441007
2222	309	85546	0.2826807
19996	85560	188	0.0973988
441	21271	66290	0.1003021
364	132	10765	0.2759872
1268	22818	373	0.1083636
2963	309	4583	0.2987064
32021	1375	935	0.0061532
9509	1933	955	0.1742146
6486	89416	4731	0.000754483
70819	23401	4475	0.284404
1316	98194	95197	0.0921058
112	1088	21491	0.1212492
93145	9939	1094	0.2978452
369	14436	288	0.2604611
4769	95671	1418	0.2293408
120	803	21043	0.080113
1615	67509	1057	0.2640365
117	988	267	0.289067
24497	3757	110	0.1493352
83736	31748	33596	0.2900824
28847	977	8123	0.2684749
1600	118	26243	0.1010912
5535	7009	9619	0.0209788
19882	452	26087	0.1228854
400	2533	752	0.1558539
1300	67692	4855	0.0068338
34456	111	1171	0.088292
902	242	153	0.0667535
1728	20234	204	0.2872331
4041	4649	2424	0.2979411
16842	41752	5802	0.1512238
76053	395	1601	0.2320787
10905	98887	265	0.2039992
3519	13829	51908	0.1792574
56567	40149	23685	0.1331831
2942	564	42287	0.1763742
41617	23039	2793	0.0786232
595	6597	105	0.1282175
23230	761	1361	0.207401
1923	35107	225	0.0744692
197	2917	3224	0.2623456
8255	27160	1099	0.2473889
48619	886	2667	0.0820273
781	36757	90163	0.0944228
179	762	238	0.0807112
20557	4561	9282	0.1292953
49953	9113	340	0.1922979
167	191	563	0.0278677
82578	2671	80480	0.0648488
72259	115	6437	0.1675046
12818	366	255	0.2967511
32091	2318	20629	0.1073114
1524	14935	3486	0.2361126
20957	117	98501	0.0017904
3532	120	52211	0.1268253
37587	955	462	0.1011767
6917	727	258	0.0925243
114	3888	4263	0.2181503
49993	1600	18393	0.295184
21763	7868	1993	0.2680658
257	281	16040	0.1955803
508	58991	41067	0.1905101
38614	11060	172	0.193365
100	165	110	0.2926346
733	15984	504	0.255455
10655	262	59374	0.1502404
5789	1237	143	0.0365538
23203	166	253	0.2643034
312	472	1076	0.0641394
951	279	925	0.1913598
99224	1616	166	0.0504404
36489	1626	25579	0.1196508
27636	1486	62506	0.1972199
33910	1193	18890	0.0768498
90124	3397	838	0.006486
6197	14699	868	0.0673153
11146	10650	5143	0.2497509
453	6826	329	0.2668797
57838	33947	57361	0.0055365
773	4974	16832	0.0994177
1373	4214	27663	0.2300686
2694	1726	5062	0.282183
4235	10111	8514	0.1481034
61573	13561	2484	0.0327824
2795	491	556	0.2506804
210	514	9340	0.144731
108	1483	33907	0.0229653
44305	1094	11590	0.0133015
80233	8295	1363	0.0311214
23872	6402	18967	0.1719321
380	1046	5645	0.1150006
3245	64163	499	0.1314908
31371	3867	335	0.0658609
11227	1538	8512	0.1004759
5252	333	1465	0.1119188
7231	79076	349	0.2907537
2654	813	53617	0.1639386
417	3871	42597	0.0131577
1566	14400	9588	0.2664267
4580	607	32903	0.202951
28240	10167	11579	0.152727
15133	14657	38831	0.2996817
312	167	381	0.0738518
1532	489	12300	0.0449316
66772	39205	14732	0.1847025
1400	82243	6275	0.0467024
13693	3294	3934	0.0523015
10164	58078	2603	0.1723533
106	874	344	0.1120688
5160	71398	657	0.0974586
1218	136	29587	0.1773977
276	51794	2157	0.0728035
105	290	1173	0.1137856
5973	56652	411	0.0727342
9529	1324	977	0.1059245
284	54387	15108	0.252035
13751	279	1851	0.2411367
177	23749	13043	0.2096565
37280	5062	599	0.000856351
1376	11077	71299	0.1409182
34574	297	34121	0.0947835
20448	4787	35019	0.0507784
6358	123	71331	0.2301337
40270	2766	7230	0.1989314
366	584	991	0.0432879
3762	19473	749	0.1612677
841	394	4025	0.0828426
277	8587	1524	0.1471304
20825	791	1606	0.1152014
135	546	458	0.0149046
76115	316	2600	0.2815819
631	66981	1665	0.095881
601	151	2533	0.0310413
3998	830	168	0.1067457
1426	4308	55191	0.1158653
3544	6412	70244	0.165432
162	22521	769	0.2789172
438	10794	585	0.2605664
97150	653	10694	0.1265028
487	90307	2435	0.2857662
27670	93425	1220	0.2283898
242	23768	4213	0.0664274
488	7134	184	0.0341335
124	4245	24062	0.0275808
326	398	611	0.253519
13753	1844	37349	0.0921612
548	2711	16743	0.2318004
342	708	27718	0.0490094
882	773	781	0.1208233
5146	1654	18748	0.2934053
6907	193	10057	0.1106531
78489	31754	107	0.2065832
119	394	10994	0.1369546
26350	343	259	0.1951922
10589	157	2460	0.2176061
461	254	2462	0.0754744
103	95399	2181	0.1989029
5409	75778	174	0.1447413
334	155	311	0.0768861
7000	10862	321	0.1787358
25608	10612	845	0.1358869
153	10882	12554	0.0190828
748	819	74028	0.2722445
30585	24741	49161	0.0391935
57790	6481	409	0.2125951
453	994	3623	0.1288365
1539	103	277	0.1061924
224	2388	71306	0.1834065
21065	300	20261	0.0942077
832	9951	1156	0.2622087
165	33661	2379	0.2607193
16704	17578	77320	0.2235979
10076	301	211	0.0783177
4843	13444	8594	0.0574312
50377	281	11277	0.2243559
1306	126	13418	0.1252394
496	219	2217	0.2878317
148	279	318	0.0525876
64329	136	6304	0.2873526
20524	26951	22601	0.061319
205	98436	10226	0.1107171
182	56522	50857	0.1071177
17382	488	28709	0.0013593
2387	1365	51893	0.0351672
9992	14356	3484	0.278613
200	50034	427	0.0590893
12075	250	547	0.180394
232	1093	430	0.2715322
337	3052	222	0.2762197
18904	1384	1066	0.114983
10861	1302	665	0.2249146
2744	1032	723	0.1213239
3199	206	318	0.1136132
838	8081	430	0.1843697
